DropGroupID,Enabled,Item,Weight,CountMin,CountMax,FitClass
112223,1,111003,1,178,268,63
112224,1,111003,1,179,269,63
112225,1,111003,1,180,270,63
112226,1,111003,1,181,271,63
112227,1,111003,1,182,272,63
112228,1,111003,1,182,274,63
112229,1,111003,1,183,275,63
112230,1,111003,1,184,276,63
112231,1,111003,1,185,277,63
112232,1,111003,1,186,278,63
112233,1,111003,1,186,280,63
112234,1,111003,1,187,281,63
112235,1,111003,1,188,282,63
112236,1,111003,1,189,283,63
112237,1,111003,1,190,284,63
112238,1,111003,1,190,286,63
112239,1,111003,1,191,287,63
112240,1,111003,1,192,288,63
112241,1,111003,1,193,289,63
112242,1,111003,1,194,290,63
112243,1,111003,1,194,292,63
112244,1,111003,1,195,293,63
112245,1,111003,1,196,294,63
112246,1,111003,1,197,295,63
112247,1,111003,1,198,296,63
112248,1,111003,1,198,298,63
112249,1,111003,1,199,299,63
112250,1,111003,1,200,300,63
112251,1,111003,1,201,301,63
112252,1,111003,1,202,302,63
112253,1,111003,1,202,304,63
112254,1,111003,1,203,305,63
112255,1,111003,1,204,306,63
112256,1,111003,1,205,307,63
112257,1,111003,1,206,308,63
112258,1,111003,1,206,310,63
112259,1,111003,1,207,311,63
112260,1,111003,1,208,312,63
112261,1,111003,1,209,313,63
112262,1,111003,1,210,314,63
112263,1,111003,1,210,316,63
112264,1,111003,1,211,317,63
112265,1,111003,1,212,318,63
112266,1,111003,1,213,319,63
112267,1,111003,1,214,320,63
112268,1,111003,1,214,322,63
112269,1,111003,1,215,323,63
112270,1,111003,1,216,324,63
112271,1,111003,1,217,325,63
112272,1,111003,1,218,326,63
112273,1,111003,1,218,328,63
112274,1,111003,1,219,329,63
112275,1,111003,1,220,330,63
112276,1,111003,1,221,331,63
112277,1,111003,1,222,332,63
112278,1,111003,1,222,334,63
112279,1,111003,1,223,335,63
112280,1,111003,1,224,336,63
112281,1,111003,1,225,337,63
112282,1,111003,1,226,338,63
112283,1,111003,1,226,340,63
112284,1,111003,1,227,341,63
112285,1,111003,1,228,342,63
112286,1,111003,1,229,343,63
112287,1,111003,1,230,344,63
112288,1,111003,1,230,346,63
112289,1,111003,1,231,347,63
112290,1,111003,1,232,348,63
112291,1,111003,1,233,349,63
112292,1,111003,1,234,350,63
112293,1,111003,1,234,352,63
112294,1,111003,1,235,353,63
112295,1,111003,1,236,354,63
112296,1,111003,1,237,355,63
112297,1,111003,1,238,356,63
112298,1,111003,1,238,358,63
112299,1,111003,1,239,359,63
112300,1,111003,1,240,360,63
112301,1,111003,1,241,361,63
112302,1,111003,1,242,362,63
112303,1,111003,1,242,364,63
112304,1,111003,1,243,365,63
112305,1,111003,1,244,366,63
112306,1,111003,1,245,367,63
112307,1,111003,1,246,368,63
112308,1,111003,1,246,370,63
112309,1,111003,1,247,371,63
112310,1,111003,1,248,372,63
112311,1,111003,1,249,373,63
112312,1,111003,1,250,374,63
112313,1,111003,1,250,376,63
112314,1,111003,1,251,377,63
112315,1,111003,1,252,378,63
112316,1,111003,1,253,379,63
112317,1,111003,1,254,380,63
112318,1,111003,1,254,382,63
112319,1,111003,1,255,383,63
112320,1,111003,1,256,384,63
112321,1,111003,1,257,385,63
112322,1,111003,1,258,386,63
112323,1,111003,1,258,388,63
112324,1,111003,1,259,389,63
112325,1,111003,1,260,390,63
112326,1,111003,1,261,391,63
112327,1,111003,1,262,392,63
112328,1,111003,1,262,394,63
112329,1,111003,1,263,395,63
112330,1,111003,1,264,396,63
112331,1,111003,1,265,397,63
112332,1,111003,1,266,398,63
112333,1,111003,1,266,400,63
112334,1,111003,1,267,401,63
112335,1,111003,1,268,402,63
112336,1,111003,1,269,403,63
112337,1,111003,1,270,404,63
112338,1,111003,1,270,406,63
112339,1,111003,1,271,407,63
112340,1,111003,1,272,408,63
112341,1,111003,1,273,409,63
112342,1,111003,1,274,410,63
112343,1,111003,1,274,412,63
112344,1,111003,1,275,413,63
112345,1,111003,1,276,414,63
112346,1,111003,1,277,415,63
112347,1,111003,1,278,416,63
112348,1,111003,1,278,418,63
112349,1,111003,1,279,419,63
112350,1,111003,1,280,420,63
112351,1,111003,1,281,421,63
112352,1,111003,1,282,422,63
112353,1,111003,1,282,424,63
112354,1,111003,1,283,425,63
112355,1,111003,1,284,426,63
112356,1,111003,1,285,427,63
112357,1,111003,1,286,428,63
112358,1,111003,1,286,430,63
112359,1,111003,1,287,431,63
112360,1,111003,1,288,432,63
112361,1,111003,1,289,433,63
112362,1,111003,1,290,434,63
112363,1,111003,1,290,436,63
112364,1,111003,1,291,437,63
112365,1,111003,1,292,438,63
112366,1,111003,1,293,439,63
112367,1,111003,1,294,440,63
112368,1,111003,1,294,442,63
112369,1,111003,1,295,443,63
112370,1,111003,1,296,444,63
112371,1,111003,1,297,445,63
112372,1,111003,1,298,446,63
112373,1,111003,1,298,448,63
112374,1,111003,1,299,449,63
112375,1,111003,1,300,450,63
112376,1,111003,1,301,451,63
112377,1,111003,1,302,452,63
112378,1,111003,1,302,454,63
112379,1,111003,1,303,455,63
112380,1,111003,1,304,456,63
112381,1,111003,1,305,457,63
112382,1,111003,1,306,458,63
112383,1,111003,1,306,460,63
112384,1,111003,1,307,461,63
112385,1,111003,1,308,462,63
112386,1,111003,1,309,463,63
112387,1,111003,1,310,464,63
112388,1,111003,1,310,466,63
112389,1,111003,1,311,467,63
112390,1,111003,1,312,468,63
112391,1,111003,1,313,469,63
112392,1,111003,1,314,470,63
112393,1,111003,1,314,472,63
112394,1,111003,1,315,473,63
112395,1,111003,1,316,474,63
112396,1,111003,1,317,475,63
112397,1,111003,1,318,476,63
112398,1,111003,1,318,478,63
112399,1,111003,1,319,479,63
112400,1,111003,1,320,480,63
112401,1,111003,1,321,481,63
112402,1,111003,1,322,482,63
112403,1,111003,1,322,484,63
112404,1,111003,1,323,485,63
112405,1,111003,1,324,486,63
112406,1,111003,1,325,487,63
112407,1,111003,1,326,488,63
112408,1,111003,1,326,490,63
112409,1,111003,1,327,491,63
112410,1,111003,1,328,492,63
112411,1,111003,1,329,493,63
112412,1,111003,1,330,494,63
112413,1,111003,1,330,496,63
112414,1,111003,1,331,497,63
112415,1,111003,1,332,498,63
112416,1,111003,1,333,499,63
112417,1,111003,1,334,500,63
112418,1,111003,1,334,502,63
112419,1,111003,1,335,503,63
112420,1,111003,1,336,504,63
112421,1,111003,1,337,505,63
112422,1,111003,1,338,506,63
112423,1,111003,1,338,508,63
112424,1,111003,1,339,509,63
112425,1,111003,1,340,510,63
112426,1,111003,1,341,511,63
112427,1,111003,1,342,512,63
112428,1,111003,1,342,514,63
112429,1,111003,1,343,515,63
112430,1,111003,1,344,516,63
112431,1,111003,1,345,517,63
112432,1,111003,1,346,518,63
112433,1,111003,1,346,520,63
112434,1,111003,1,347,521,63
112435,1,111003,1,348,522,63
112436,1,111003,1,349,523,63
112437,1,111003,1,350,524,63
112438,1,111003,1,350,526,63
112439,1,111003,1,351,527,63
112440,1,111003,1,352,528,63
112441,1,111003,1,353,529,63
112442,1,111003,1,354,530,63
112443,1,111003,1,354,532,63
112444,1,111003,1,355,533,63
112445,1,111003,1,356,534,63
112446,1,111003,1,357,535,63
112447,1,111003,1,358,536,63
112448,1,111003,1,358,538,63
112449,1,111003,1,359,539,63
112450,1,111003,1,360,540,63
112451,1,111003,1,361,541,63
112452,1,111003,1,362,542,63
112453,1,111003,1,362,544,63
112454,1,111003,1,363,545,63
112455,1,111003,1,364,546,63
112456,1,111003,1,365,547,63
112457,1,111003,1,366,548,63
112458,1,111003,1,366,550,63
112459,1,111003,1,367,551,63
112460,1,111003,1,368,552,63
112461,1,111003,1,369,553,63
112462,1,111003,1,370,554,63
112463,1,111003,1,370,556,63
112464,1,111003,1,371,557,63
112465,1,111003,1,372,558,63
112466,1,111003,1,373,559,63
112467,1,111003,1,374,560,63
112468,1,111003,1,374,562,63
112469,1,111003,1,375,563,63
112470,1,111003,1,376,564,63
112471,1,111003,1,377,565,63
112472,1,111003,1,378,566,63
112473,1,111003,1,378,568,63
112474,1,111003,1,379,569,63
112475,1,111003,1,380,570,63
112476,1,111003,1,381,571,63
112477,1,111003,1,382,572,63
112478,1,111003,1,382,574,63
112479,1,111003,1,383,575,63
112480,1,111003,1,384,576,63
112481,1,111003,1,385,577,63
112482,1,111003,1,386,578,63
112483,1,111003,1,386,580,63
112484,1,111003,1,387,581,63
112485,1,111003,1,388,582,63
112486,1,111003,1,389,583,63
112487,1,111003,1,390,584,63
112488,1,111003,1,390,586,63
112489,1,111003,1,391,587,63
112490,1,111003,1,392,588,63
112491,1,111003,1,393,589,63
112492,1,111003,1,394,590,63
112493,1,111003,1,394,592,63
112494,1,111003,1,395,593,63
112495,1,111003,1,396,594,63
112496,1,111003,1,397,595,63
112497,1,111003,1,398,596,63
112498,1,111003,1,398,598,63
112499,1,111003,1,399,599,63
112500,1,111003,1,400,600,63
112600,1,202008,1,50,50,63
112601,1,202008,1,100,100,63
113001,1,111008,1,1,1,63
113002,1,111008,1,2,2,63
113003,1,111008,1,2,4,63
113004,1,111008,1,3,5,63
113005,1,111008,1,4,6,63
113006,1,111008,1,5,7,63
113007,1,111008,1,6,8,63
113008,1,111008,1,6,10,63
113009,1,111008,1,7,11,63
113010,1,111008,1,8,12,63
113011,1,111008,1,9,13,63
113012,1,111008,1,10,14,63
113013,1,111008,1,10,16,63
113014,1,111008,1,11,17,63
113015,1,111008,1,12,18,63
113016,1,111008,1,13,19,63
113017,1,111008,1,14,20,63
113018,1,111008,1,14,22,63
113019,1,111008,1,15,23,63
113020,1,111008,1,16,24,63
113021,1,111008,1,17,25,63
113022,1,111008,1,18,26,63
113023,1,111008,1,18,28,63
113024,1,111008,1,19,29,63
113025,1,111008,1,20,30,63
113026,1,111008,1,21,31,63
113027,1,111008,1,22,32,63
113028,1,111008,1,22,34,63
113029,1,111008,1,23,35,63
113030,1,111008,1,24,36,63
113031,1,111008,1,25,37,63
113032,1,111008,1,26,38,63
113033,1,111008,1,26,40,63
113034,1,111008,1,27,41,63
113035,1,111008,1,28,42,63
113036,1,111008,1,29,43,63
113037,1,111008,1,30,44,63
113038,1,111008,1,30,46,63
113039,1,111008,1,31,47,63
113040,1,111008,1,32,48,63
113041,1,111008,1,33,49,63
113042,1,111008,1,34,50,63
113043,1,111008,1,34,52,63
113044,1,111008,1,35,53,63
113045,1,111008,1,36,54,63
113046,1,111008,1,37,55,63
113047,1,111008,1,38,56,63
113048,1,111008,1,38,58,63
113049,1,111008,1,39,59,63
113050,1,111008,1,40,60,63
113051,1,111008,1,41,61,63
113052,1,111008,1,42,62,63
113053,1,111008,1,42,64,63
113054,1,111008,1,43,65,63
113055,1,111008,1,44,66,63
113056,1,111008,1,45,67,63
113057,1,111008,1,46,68,63
113058,1,111008,1,46,70,63
113059,1,111008,1,47,71,63
113060,1,111008,1,48,72,63
113061,1,111008,1,49,73,63
113062,1,111008,1,50,74,63
113063,1,111008,1,50,76,63
113064,1,111008,1,51,77,63
113065,1,111008,1,52,78,63
113066,1,111008,1,53,79,63
113067,1,111008,1,54,80,63
113068,1,111008,1,54,82,63
113069,1,111008,1,55,83,63
113070,1,111008,1,56,84,63
113071,1,111008,1,57,85,63
113072,1,111008,1,58,86,63
113073,1,111008,1,58,88,63
113074,1,111008,1,59,89,63
113075,1,111008,1,60,90,63
113076,1,111008,1,61,91,63
113077,1,111008,1,62,92,63
113078,1,111008,1,62,94,63
113079,1,111008,1,63,95,63
113080,1,111008,1,64,96,63
113081,1,111008,1,65,97,63
113082,1,111008,1,66,98,63
113083,1,111008,1,66,100,63
113084,1,111008,1,67,101,63
113085,1,111008,1,68,102,63
113086,1,111008,1,69,103,63
113087,1,111008,1,70,104,63
113088,1,111008,1,70,106,63
113089,1,111008,1,71,107,63
113090,1,111008,1,72,108,63
113091,1,111008,1,73,109,63
113092,1,111008,1,74,110,63
113093,1,111008,1,74,112,63
113094,1,111008,1,75,113,63
113095,1,111008,1,76,114,63
113096,1,111008,1,77,115,63
113097,1,111008,1,78,116,63
113098,1,111008,1,78,118,63
113099,1,111008,1,79,119,63
113100,1,111008,1,80,120,63
113101,1,111008,1,81,121,63
113102,1,111008,1,82,122,63
113103,1,111008,1,82,124,63
113104,1,111008,1,83,125,63
113105,1,111008,1,84,126,63
113106,1,111008,1,85,127,63
113107,1,111008,1,86,128,63
113108,1,111008,1,86,130,63
113109,1,111008,1,87,131,63
113110,1,111008,1,88,132,63
113111,1,111008,1,89,133,63
113112,1,111008,1,90,134,63
113113,1,111008,1,90,136,63
113114,1,111008,1,91,137,63
113115,1,111008,1,92,138,63
113116,1,111008,1,93,139,63
113117,1,111008,1,94,140,63
113118,1,111008,1,94,142,63
113119,1,111008,1,95,143,63
113120,1,111008,1,96,144,63
113121,1,111008,1,97,145,63
113122,1,111008,1,98,146,63
113123,1,111008,1,98,148,63
113124,1,111008,1,99,149,63
113125,1,111008,1,100,150,63
113126,1,111008,1,101,151,63
113127,1,111008,1,102,152,63
113128,1,111008,1,102,154,63
113129,1,111008,1,103,155,63
113130,1,111008,1,104,156,63
113131,1,111008,1,105,157,63
113132,1,111008,1,106,158,63
113133,1,111008,1,106,160,63
113134,1,111008,1,107,161,63
113135,1,111008,1,108,162,63
113136,1,111008,1,109,163,63
113137,1,111008,1,110,164,63
113138,1,111008,1,110,166,63
113139,1,111008,1,111,167,63
113140,1,111008,1,112,168,63
113141,1,111008,1,113,169,63
113142,1,111008,1,114,170,63
113143,1,111008,1,114,172,63
113144,1,111008,1,115,173,63
113145,1,111008,1,116,174,63
113146,1,111008,1,117,175,63
113147,1,111008,1,118,176,63
113148,1,111008,1,118,178,63
113149,1,111008,1,119,179,63
113150,1,111008,1,120,180,63
113151,1,111008,1,121,181,63
113152,1,111008,1,122,182,63
113153,1,111008,1,122,184,63
113154,1,111008,1,123,185,63
113155,1,111008,1,124,186,63
113156,1,111008,1,125,187,63
113157,1,111008,1,126,188,63
113158,1,111008,1,126,190,63
113159,1,111008,1,127,191,63
113160,1,111008,1,128,192,63
113161,1,111008,1,129,193,63
113162,1,111008,1,130,194,63
113163,1,111008,1,130,196,63
113164,1,111008,1,131,197,63
113165,1,111008,1,132,198,63
113166,1,111008,1,133,199,63
113167,1,111008,1,134,200,63
113168,1,111008,1,134,202,63
113169,1,111008,1,135,203,63
113170,1,111008,1,136,204,63
113171,1,111008,1,137,205,63
113172,1,111008,1,138,206,63
113173,1,111008,1,138,208,63
113174,1,111008,1,139,209,63
113175,1,111008,1,140,210,63
113176,1,111008,1,141,211,63
113177,1,111008,1,142,212,63
113178,1,111008,1,142,214,63
113179,1,111008,1,143,215,63
113180,1,111008,1,144,216,63
113181,1,111008,1,145,217,63
113182,1,111008,1,146,218,63
113183,1,111008,1,146,220,63
113184,1,111008,1,147,221,63
113185,1,111008,1,148,222,63
113186,1,111008,1,149,223,63
113187,1,111008,1,150,224,63
113188,1,111008,1,150,226,63
113189,1,111008,1,151,227,63
113190,1,111008,1,152,228,63
113191,1,111008,1,153,229,63
113192,1,111008,1,154,230,63
113193,1,111008,1,154,232,63
113194,1,111008,1,155,233,63
113195,1,111008,1,156,234,63
113196,1,111008,1,157,235,63
113197,1,111008,1,158,236,63
113198,1,111008,1,158,238,63
113199,1,111008,1,159,239,63
113200,1,111008,1,160,240,63
113201,1,111008,1,161,241,63
113202,1,111008,1,162,242,63
113203,1,111008,1,162,244,63
113204,1,111008,1,163,245,63
113205,1,111008,1,164,246,63
113206,1,111008,1,165,247,63
113207,1,111008,1,166,248,63
113208,1,111008,1,166,250,63
113209,1,111008,1,167,251,63
113210,1,111008,1,168,252,63
113211,1,111008,1,169,253,63
113212,1,111008,1,170,254,63
113213,1,111008,1,170,256,63
113214,1,111008,1,171,257,63
113215,1,111008,1,172,258,63
113216,1,111008,1,173,259,63
113217,1,111008,1,174,260,63
113218,1,111008,1,174,262,63
113219,1,111008,1,175,263,63
113220,1,111008,1,176,264,63
113221,1,111008,1,177,265,63
113222,1,111008,1,178,266,63
113223,1,111008,1,178,268,63
113224,1,111008,1,179,269,63
113225,1,111008,1,180,270,63
113226,1,111008,1,181,271,63
113227,1,111008,1,182,272,63
113228,1,111008,1,182,274,63
113229,1,111008,1,183,275,63
113230,1,111008,1,184,276,63
113231,1,111008,1,185,277,63
113232,1,111008,1,186,278,63
113233,1,111008,1,186,280,63
113234,1,111008,1,187,281,63
113235,1,111008,1,188,282,63
113236,1,111008,1,189,283,63
113237,1,111008,1,190,284,63
113238,1,111008,1,190,286,63
113239,1,111008,1,191,287,63
113240,1,111008,1,192,288,63
113241,1,111008,1,193,289,63
113242,1,111008,1,194,290,63
113243,1,111008,1,194,292,63
113244,1,111008,1,195,293,63
113245,1,111008,1,196,294,63
113246,1,111008,1,197,295,63
113247,1,111008,1,198,296,63
113248,1,111008,1,198,298,63
113249,1,111008,1,199,299,63
113250,1,111008,1,200,300,63
113251,1,111008,1,201,301,63
113252,1,111008,1,202,302,63
113253,1,111008,1,202,304,63
113254,1,111008,1,203,305,63
113255,1,111008,1,204,306,63
113256,1,111008,1,205,307,63
113257,1,111008,1,206,308,63
113258,1,111008,1,206,310,63
113259,1,111008,1,207,311,63
113260,1,111008,1,208,312,63
113261,1,111008,1,209,313,63
113262,1,111008,1,210,314,63
113263,1,111008,1,210,316,63
113264,1,111008,1,211,317,63
113265,1,111008,1,212,318,63
113266,1,111008,1,213,319,63
113267,1,111008,1,214,320,63
113268,1,111008,1,214,322,63
113269,1,111008,1,215,323,63
113270,1,111008,1,216,324,63
113271,1,111008,1,217,325,63
113272,1,111008,1,218,326,63
113273,1,111008,1,218,328,63
113274,1,111008,1,219,329,63
113275,1,111008,1,220,330,63
113276,1,111008,1,221,331,63
113277,1,111008,1,222,332,63
113278,1,111008,1,222,334,63
113279,1,111008,1,223,335,63
113280,1,111008,1,224,336,63
113281,1,111008,1,225,337,63
113282,1,111008,1,226,338,63
113283,1,111008,1,226,340,63
113284,1,111008,1,227,341,63
113285,1,111008,1,228,342,63
113286,1,111008,1,229,343,63
113287,1,111008,1,230,344,63
113288,1,111008,1,230,346,63
113289,1,111008,1,231,347,63
113290,1,111008,1,232,348,63
113291,1,111008,1,233,349,63
113292,1,111008,1,234,350,63
113293,1,111008,1,234,352,63
113294,1,111008,1,235,353,63
113295,1,111008,1,236,354,63
113296,1,111008,1,237,355,63
113297,1,111008,1,238,356,63
113298,1,111008,1,238,358,63
113299,1,111008,1,239,359,63
113300,1,111008,1,240,360,63
113301,1,111008,1,241,361,63
113302,1,111008,1,242,362,63
113303,1,111008,1,242,364,63
113304,1,111008,1,243,365,63
113305,1,111008,1,244,366,63
113306,1,111008,1,245,367,63
113307,1,111008,1,246,368,63
113308,1,111008,1,246,370,63
113309,1,111008,1,247,371,63
113310,1,111008,1,248,372,63
113311,1,111008,1,249,373,63
113312,1,111008,1,250,374,63
113313,1,111008,1,250,376,63
113314,1,111008,1,251,377,63
113315,1,111008,1,252,378,63
113316,1,111008,1,253,379,63
113317,1,111008,1,254,380,63
113318,1,111008,1,254,382,63
113319,1,111008,1,255,383,63
113320,1,111008,1,256,384,63
113321,1,111008,1,257,385,63
113322,1,111008,1,258,386,63
113323,1,111008,1,258,388,63
113324,1,111008,1,259,389,63
113325,1,111008,1,260,390,63
113326,1,111008,1,261,391,63
113327,1,111008,1,262,392,63
113328,1,111008,1,262,394,63
113329,1,111008,1,263,395,63
113330,1,111008,1,264,396,63
113331,1,111008,1,265,397,63
113332,1,111008,1,266,398,63
113333,1,111008,1,266,400,63
113334,1,111008,1,267,401,63
113335,1,111008,1,268,402,63
113336,1,111008,1,269,403,63
113337,1,111008,1,270,404,63
113338,1,111008,1,270,406,63
113339,1,111008,1,271,407,63
113340,1,111008,1,272,408,63
113341,1,111008,1,273,409,63
113342,1,111008,1,274,410,63
113343,1,111008,1,274,412,63
113344,1,111008,1,275,413,63
113345,1,111008,1,276,414,63
113346,1,111008,1,277,415,63
113347,1,111008,1,278,416,63
113348,1,111008,1,278,418,63
113349,1,111008,1,279,419,63
113350,1,111008,1,280,420,63
113351,1,111008,1,281,421,63
113352,1,111008,1,282,422,63
113353,1,111008,1,282,424,63
113354,1,111008,1,283,425,63
113355,1,111008,1,284,426,63
113356,1,111008,1,285,427,63
113357,1,111008,1,286,428,63
113358,1,111008,1,286,430,63
113359,1,111008,1,287,431,63
113360,1,111008,1,288,432,63
113361,1,111008,1,289,433,63
113362,1,111008,1,290,434,63
113363,1,111008,1,290,436,63
113364,1,111008,1,291,437,63
113365,1,111008,1,292,438,63
113366,1,111008,1,293,439,63
113367,1,111008,1,294,440,63
113368,1,111008,1,294,442,63
113369,1,111008,1,295,443,63
113370,1,111008,1,296,444,63
113371,1,111008,1,297,445,63
113372,1,111008,1,298,446,63
113373,1,111008,1,298,448,63
113374,1,111008,1,299,449,63
113375,1,111008,1,300,450,63
113376,1,111008,1,301,451,63
113377,1,111008,1,302,452,63
113378,1,111008,1,302,454,63
113379,1,111008,1,303,455,63
113380,1,111008,1,304,456,63
113381,1,111008,1,305,457,63
113382,1,111008,1,306,458,63
113383,1,111008,1,306,460,63
113384,1,111008,1,307,461,63
113385,1,111008,1,308,462,63
113386,1,111008,1,309,463,63
113387,1,111008,1,310,464,63
113388,1,111008,1,310,466,63
113389,1,111008,1,311,467,63
113390,1,111008,1,312,468,63
113391,1,111008,1,313,469,63
113392,1,111008,1,314,470,63
113393,1,111008,1,314,472,63
113394,1,111008,1,315,473,63
113395,1,111008,1,316,474,63
113396,1,111008,1,317,475,63
113397,1,111008,1,318,476,63
113398,1,111008,1,318,478,63
113399,1,111008,1,319,479,63
113400,1,111008,1,320,480,63
113401,1,111008,1,321,481,63
113402,1,111008,1,322,482,63
113403,1,111008,1,322,484,63
113404,1,111008,1,323,485,63
113405,1,111008,1,324,486,63
113406,1,111008,1,325,487,63
113407,1,111008,1,326,488,63
113408,1,111008,1,326,490,63
113409,1,111008,1,327,491,63
113410,1,111008,1,328,492,63
113411,1,111008,1,329,493,63
113412,1,111008,1,330,494,63
113413,1,111008,1,330,496,63
113414,1,111008,1,331,497,63
113415,1,111008,1,332,498,63
113416,1,111008,1,333,499,63
113417,1,111008,1,334,500,63
113418,1,111008,1,334,502,63
113419,1,111008,1,335,503,63
113420,1,111008,1,336,504,63
113421,1,111008,1,337,505,63
113422,1,111008,1,338,506,63
113423,1,111008,1,338,508,63
113424,1,111008,1,339,509,63
113425,1,111008,1,340,510,63
113426,1,111008,1,341,511,63
113427,1,111008,1,342,512,63
113428,1,111008,1,342,514,63
113429,1,111008,1,343,515,63
113430,1,111008,1,344,516,63
113431,1,111008,1,345,517,63
113432,1,111008,1,346,518,63
113433,1,111008,1,346,520,63
113434,1,111008,1,347,521,63
113435,1,111008,1,348,522,63
113436,1,111008,1,349,523,63
113437,1,111008,1,350,524,63
113438,1,111008,1,350,526,63
113439,1,111008,1,351,527,63
113440,1,111008,1,352,528,63
113441,1,111008,1,353,529,63
113442,1,111008,1,354,530,63
113443,1,111008,1,354,532,63
113444,1,111008,1,355,533,63
113445,1,111008,1,356,534,63
113446,1,111008,1,357,535,63
113447,1,111008,1,358,536,63
113448,1,111008,1,358,538,63
113449,1,111008,1,359,539,63
113450,1,111008,1,360,540,63
113451,1,111008,1,361,541,63
113452,1,111008,1,362,542,63
113453,1,111008,1,362,544,63
113454,1,111008,1,363,545,63
113455,1,111008,1,364,546,63
113456,1,111008,1,365,547,63
113457,1,111008,1,366,548,63
113458,1,111008,1,366,550,63
113459,1,111008,1,367,551,63
113460,1,111008,1,368,552,63
113461,1,111008,1,369,553,63
113462,1,111008,1,370,554,63
113463,1,111008,1,370,556,63
113464,1,111008,1,371,557,63
113465,1,111008,1,372,558,63
113466,1,111008,1,373,559,63
113467,1,111008,1,374,560,63
113468,1,111008,1,374,562,63
113469,1,111008,1,375,563,63
113470,1,111008,1,376,564,63
113471,1,111008,1,377,565,63
113472,1,111008,1,378,566,63
113473,1,111008,1,378,568,63
113474,1,111008,1,379,569,63
113475,1,111008,1,380,570,63
113476,1,111008,1,381,571,63
113477,1,111008,1,382,572,63
113478,1,111008,1,382,574,63
113479,1,111008,1,383,575,63
113480,1,111008,1,384,576,63
113481,1,111008,1,385,577,63
113482,1,111008,1,386,578,63
113483,1,111008,1,386,580,63
113484,1,111008,1,387,581,63
113485,1,111008,1,388,582,63
113486,1,111008,1,389,583,63
113487,1,111008,1,390,584,63
113488,1,111008,1,390,586,63
113489,1,111008,1,391,587,63
113490,1,111008,1,392,588,63
113491,1,111008,1,393,589,63
113492,1,111008,1,394,590,63
113493,1,111008,1,394,592,63
113494,1,111008,1,395,593,63
113495,1,111008,1,396,594,63
113496,1,111008,1,397,595,63
113497,1,111008,1,398,596,63
113498,1,111008,1,398,598,63
113499,1,111008,1,399,599,63
113500,1,111008,1,400,600,63
114000,1,114003,6818,1,1,63
114000,1,114004,6851,1,1,63
114000,1,114005,6883,1,1,63
114000,1,114006,6916,1,1,63
114000,1,114007,6948,1,1,63
114000,1,114008,6981,1,1,63
114000,1,114009,7013,1,1,63
114000,1,114010,7045,1,1,63
114000,1,114011,7078,1,1,63
114000,1,114012,7110,1,1,63
114000,1,114013,7143,1,1,63
114000,1,114014,7143,1,1,63
114000,1,114015,7143,1,1,63
114000,1,114016,7143,1,1,63
114000,1,114017,325,1,1,63
114000,1,114018,292,1,1,63
114000,1,114019,260,1,1,63
114000,1,114020,227,1,1,63
114000,1,114021,195,1,1,63
114000,1,114022,162,1,1,63
114000,1,114023,130,1,1,63
114000,1,114024,97,1,1,63
114000,1,114025,65,1,1,63
114000,1,114026,32,1,1,63
115000,1,115003,6818,1,1,63
115000,1,115004,6851,1,1,63
115000,1,115005,6883,1,1,63
115000,1,115006,6916,1,1,63
115000,1,115007,6948,1,1,63
115000,1,115008,6981,1,1,63
115000,1,115009,7013,1,1,63
115000,1,115010,7045,1,1,63
115000,1,115011,7078,1,1,63
115000,1,115012,7110,1,1,63
115000,1,115013,7143,1,1,63
115000,1,115014,7143,1,1,63
115000,1,115015,7143,1,1,63
115000,1,115016,7143,1,1,63
115000,1,115017,325,1,1,63
115000,1,115018,292,1,1,63
115000,1,115019,260,1,1,63
115000,1,115020,227,1,1,63
115000,1,115021,195,1,1,63
115000,1,115022,162,1,1,63
115000,1,115023,130,1,1,63
115000,1,115024,97,1,1,63
115000,1,115025,65,1,1,63
115000,1,115026,32,1,1,63
116000,1,116003,6818,1,1,63
116000,1,116004,6851,1,1,63
116000,1,116005,6883,1,1,63
116000,1,116006,6916,1,1,63
116000,1,116007,6948,1,1,63
116000,1,116008,6981,1,1,63
116000,1,116009,7013,1,1,63
116000,1,116010,7045,1,1,63
116000,1,116011,7078,1,1,63
116000,1,116012,7110,1,1,63
116000,1,116013,7143,1,1,63
116000,1,116014,7143,1,1,63
116000,1,116015,7143,1,1,63
116000,1,116016,7143,1,1,63
116000,1,116017,325,1,1,63
116000,1,116018,292,1,1,63
116000,1,116019,260,1,1,63
116000,1,116020,227,1,1,63
116000,1,116021,195,1,1,63
116000,1,116022,162,1,1,63
116000,1,116023,130,1,1,63
116000,1,116024,97,1,1,63
116000,1,116025,65,1,1,63
116000,1,116026,32,1,1,63
117000,1,117003,6818,1,1,63
117000,1,117004,6851,1,1,63
117000,1,117005,6883,1,1,63
117000,1,117006,6916,1,1,63
117000,1,117007,6948,1,1,63
117000,1,117008,6981,1,1,63
117000,1,117009,7013,1,1,63
117000,1,117010,7045,1,1,63
117000,1,117011,7078,1,1,63
117000,1,117012,7110,1,1,63
117000,1,117013,7143,1,1,63
117000,1,117014,7143,1,1,63
117000,1,117015,7143,1,1,63
117000,1,117016,7143,1,1,63
117000,1,117017,325,1,1,63
117000,1,117018,292,1,1,63
117000,1,117019,260,1,1,63
